2025-02-01 02:04:19.558315 +0700 WIB m=+2962.791398501~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Gpc:1 | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Mode:cors | Referer:http://localhost:3000/ | Connection:keep-alive | Content-Length:17 | Signature:95b99d708327939f346d73dd193a7b76 | Origin:http://localhost:3000 | Sec-Fetch-Site:same-site | Sec-Fetch-Dest:empty | Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Accept:*/* | Accept-Language:en-US,en | Accept-Encoding:gzip, deflate, br, zstd"~{"Ip":"","Id":""}~2002025-02-01 02:04:19.560243 +0700 WIB m=+2962.7933256681.927167ms~
2025-02-01 15:14:47.392568 +0700 WIB m=+532.635218751~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Content-Type:application/json | Origin:http://localhost:3000 | Sec-Fetch-Mode:cors | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Site:same-site | Referer:http://localhost:3000/ | Connection:keep-alive | Content-Length:17 | Sec-Ch-Ua-Platform:"macOS" | Sec-Fetch-Dest:empty | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Accept:*/* | Sec-Gpc:1 | Accept-Language:en-US,en | Accept-Encoding:gzip, deflate, br, zstd"~{"Ip":"","Id":""}~2002025-02-01 15:14:47.399553 +0700 WIB m=+532.6422037516.985ms~
2025-02-01 15:14:50.19039 +0700 WIB m=+535.433041001~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Connection:keep-alive | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Fetch-Mode:cors | Referer:http://localhost:3000/ | Accept-Encoding:gzip, deflate, br, zstd | Content-Type:application/json | Accept:*/* | Sec-Gpc:1 | Accept-Language:en-US,en | Origin:http://localhost:3000 | Sec-Fetch-Dest:empty | Content-Length:17 | Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Site:same-site | Signature:95b99d708327939f346d73dd193a7b76"~{"Ip":"","Id":""}~2002025-02-01 15:14:50.192234 +0700 WIB m=+535.4348849601.843959ms~
2025-02-01 15:19:09.175787 +0700 WIB m=+794.418437710~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Accept-Language:en-US,en | Origin:http://localhost:3000 | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty | Accept-Encoding:gzip, deflate, br, zstd | Signature:95b99d708327939f346d73dd193a7b76 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Fetch-Site:same-site | Connection:keep-alive | Sec-Ch-Ua-Platform:"macOS" | Sec-Gpc:1 | Referer:http://localhost:3000/ | Content-Length:17 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Accept:*/*"~{"Ip":"","Id":""}~2002025-02-01 15:19:09.188376 +0700 WIB m=+794.43102650112.588791ms~
2025-02-01 15:19:09.177908 +0700 WIB m=+794.420558960~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Sec-Ch-Ua-Mobile:?0 | Accept:*/* | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty | Content-Length:17 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Content-Type:application/json | Referer:http://localhost:3000/ | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Accept-Encoding:gzip, deflate, br, zstd | Connection:keep-alive | Sec-Ch-Ua-Platform:"macOS" | Sec-Gpc:1 | Accept-Language:en-US,en | Origin:http://localhost:3000 | Sec-Fetch-Site:same-site | Signature:95b99d708327939f346d73dd193a7b76"~{"Ip":"","Id":""}~2002025-02-01 15:19:09.190555 +0700 WIB m=+794.43320600112.647041ms~
2025-02-01 15:19:54.29829 +0700 WIB m=+839.540941001~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Content-Length:17 | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Gpc:1 | Referer:http://localhost:3000/ | Accept-Encoding:gzip, deflate, br, zstd | Sec-Ch-Ua-Platform:"macOS" | Origin:http://localhost:3000 | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty | Connection:keep-alive | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Content-Type:application/json | Sec-Fetch-Site:same-site | Sec-Ch-Ua-Mobile:?0 | Accept:*/* | Accept-Language:en-US,en"~{"Ip":"","Id":""}~2002025-02-01 15:19:54.300514 +0700 WIB m=+839.5431645012.2235ms~
2025-02-01 15:34:22.967713 +0700 WIB m=+1708.210363460~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Accept-Encoding:gzip, deflate, br, zstd | Connection:keep-alive | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Accept:*/* | Referer:http://localhost:3000/ | Sec-Gpc:1 | Sec-Fetch-Mode:cors | Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Content-Type:application/json | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Ch-Ua-Mobile:?0 | Accept-Language:en-US,en | Sec-Fetch-Dest:empty | Content-Length:17 | Origin:http://localhost:3000 | Sec-Fetch-Site:same-site"~{"Ip":"","Id":""}~2002025-02-01 15:34:22.969084 +0700 WIB m=+1708.2117350431.371583ms~
2025-02-01 15:34:22.96784 +0700 WIB m=+1708.210490876~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Content-Length:17 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Gpc:1 | Sec-Fetch-Mode:cors | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Dest:empty | Referer:http://localhost:3000/ | Accept-Encoding:gzip, deflate, br, zstd | Connection:keep-alive | Accept-Language:en-US,en | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Accept:*/* | Origin:http://localhost:3000 | Sec-Fetch-Site:same-site | Sec-Ch-Ua-Platform:"macOS""~{"Ip":"","Id":""}~2002025-02-01 15:34:22.969057 +0700 WIB m=+1708.2117080011.217125ms~
2025-02-01 15:34:22.967667 +0700 WIB m=+1708.210318043~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Sec-Fetch-Dest:empty | Connection:keep-alive | Content-Length:17 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Ch-Ua-Platform:"macOS" | Accept-Language:en-US,en | Sec-Fetch-Site:same-site | Accept:*/* | Origin:http://localhost:3000 | Sec-Fetch-Mode:cors | Accept-Encoding:gzip, deflate, br, zstd | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua-Mobile:?0 | Referer:http://localhost:3000/ | Signature:95b99d708327939f346d73dd193a7b76 | Content-Type:application/json | Sec-Gpc:1"~{"Ip":"","Id":""}~2002025-02-01 15:34:22.969083 +0700 WIB m=+1708.2117335011.415458ms~
2025-02-01 15:34:22.964143 +0700 WIB m=+1708.206794293~::1~GET~/api/v1/admin/Images/2501302238141qVh_logo_light.png~ "Header=>User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Ch-Ua-Mobile:?0 | Accept-Language:en-US,en | Sec-Fetch-Mode:no-cors | Sec-Fetch-Dest:image | Referer:http://localhost:3000/ | Connection:keep-alive | Cookie:varCookie=admin_lippoland%7CMTczODM5NzIxMDM0NzYwNw%3D%3D5FyOZyX2oHwOrhz57ePIcnckT3nrGr%7Cadministrator | Accept-Encoding:gzip, deflate, br, zstd | Sec-Ch-Ua-Platform:"macOS" | Sec-Gpc:1 | Accept:image/avif,image/webp,image/apng,image/svg+xml,image/*,*/*;q=0.8 | Sec-Fetch-Site:same-site | If-Modified-Since:Sat, 01 Feb 2025 08:34:21 GMT"~200~2025-02-01 15:34:22.976191 +0700 WIB m=+1708.218841585~68.125µs~
2025-02-01 15:34:24.292828 +0700 WIB m=+1709.535478835~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Sec-Ch-Ua-Mobile:?0 | Origin:http://localhost:3000 | Sec-Fetch-Mode:cors | Referer:http://localhost:3000/ | Connection:keep-alive | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Accept:*/* | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Content-Type:application/json | Accept-Language:en-US,en | Sec-Fetch-Site:same-site | Sec-Fetch-Dest:empty | Accept-Encoding:gzip, deflate, br, zstd | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Gpc:1 | Content-Length:17 | Sec-Ch-Ua-Platform:"macOS""~{"Ip":"","Id":""}~2002025-02-01 15:34:24.294656 +0700 WIB m=+1709.5373067101.827875ms~
2025-02-01 15:37:26.471039 +0700 WIB m=+1891.713689835~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua-Mobile:?0 | Accept-Encoding:gzip, deflate, br, zstd | Connection:keep-alive | Content-Length:17 | Accept:*/* | Sec-Gpc:1 | Accept-Language:en-US,en | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Fetch-Site:same-site | Content-Type:application/json | Origin:http://localhost:3000 | Referer:http://localhost:3000/ | Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24""~{"Ip":"","Id":""}~2002025-02-01 15:37:26.479859 +0700 WIB m=+1891.7225097938.819958ms~
2025-02-01 15:37:26.472201 +0700 WIB m=+1891.714852251~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Signature:95b99d708327939f346d73dd193a7b76 | Accept:*/* | Sec-Fetch-Mode:cors | Connection:keep-alive | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Content-Type:application/json | Sec-Gpc:1 | Origin:http://localhost:3000 | Accept-Encoding:gzip, deflate, br, zstd | Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua-Mobile:?0 | Accept-Language:en-US,en | Sec-Fetch-Site:same-site | Sec-Fetch-Dest:empty | Referer:http://localhost:3000/ | Content-Length:17"~{"Ip":"","Id":""}~2002025-02-01 15:37:26.480224 +0700 WIB m=+1891.7228747108.022459ms~
2025-02-01 15:37:27.666528 +0700 WIB m=+1892.909178543~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Accept-Language:en-US,en | Origin:http://localhost:3000 | Sec-Fetch-Mode:cors | Connection:keep-alive | Sec-Ch-Ua-Platform:"macOS" | Content-Type:application/json | Accept:*/* | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Gpc:1 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Fetch-Site:same-site | Sec-Fetch-Dest:empty | Referer:http://localhost:3000/ | Accept-Encoding:gzip, deflate, br, zstd | Content-Length:17 | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Ch-Ua-Mobile:?0"~{"Ip":"","Id":""}~2002025-02-01 15:37:27.668632 +0700 WIB m=+1892.9112825852.104042ms~
2025-02-01 15:39:10.211596 +0700 WIB m=+1995.454247168~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Connection:keep-alive | Content-Length:17 | Accept:*/* | Referer:http://localhost:3000/ | Sec-Ch-Ua-Platform:"macOS" | Signature:95b99d708327939f346d73dd193a7b76 | Accept-Language:en-US,en | Sec-Fetch-Site:same-site | Sec-Fetch-Dest:empty | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Accept-Encoding:gzip, deflate, br, zstd | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Sec-Gpc:1 | Origin:http://localhost:3000 | Sec-Fetch-Mode:cors"~{"Ip":"","Id":""}~2002025-02-01 15:39:10.21405 +0700 WIB m=+1995.4567012512.454083ms~
2025-02-01 15:39:10.211551 +0700 WIB m=+1995.454201835~::1~POST~/api/v1/web/VisiMisi~ "Header=>Sec-Ch-Ua-Platform:"macOS" | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Gpc:1 | Accept-Language:en-US,en | Origin:http://localhost:3000 | Connection:keep-alive | Content-Length:17 | Sec-Ch-Ua-Mobile:?0 | Accept:*/* | Accept-Encoding:gzip, deflate, br, zstd | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Fetch-Dest:empty | Referer:http://localhost:3000/ | Content-Type:application/json | Sec-Fetch-Site:same-site | Sec-Fetch-Mode:cors"~{"Ip":"","Id":""}~2002025-02-01 15:39:10.214317 +0700 WIB m=+1995.4569675852.76575ms~
2025-02-01 15:39:10.211594 +0700 WIB m=+1995.454245126~::1~POST~/api/v1/web/ListStats~ "Header=>Connection:keep-alive | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Gpc:1 | Sec-Fetch-Site:same-site | Sec-Fetch-Mode:cors | Referer:http://localhost:3000/ | Content-Length:17 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua-Mobile:?0 | Accept:*/* | Origin:http://localhost:3000 | Accept-Encoding:gzip, deflate, br, zstd | Signature:95b99d708327939f346d73dd193a7b76 | Accept-Language:en-US,en | Sec-Ch-Ua-Platform:"macOS" | Content-Type:application/json | Sec-Fetch-Dest:empty"~{"Ip":"","Id":""}~2002025-02-01 15:39:10.214492 +0700 WIB m=+1995.4571427932.897667ms~
2025-02-01 15:39:10.211528 +0700 WIB m=+1995.454179210~::1~POST~/api/v1/web/HeaderLogo~ "Header=>User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua-Mobile:?0 | Accept-Language:en-US,en | Sec-Fetch-Mode:cors | Accept-Encoding:gzip, deflate, br, zstd | Content-Length:17 | Sec-Ch-Ua-Platform:"macOS" | Content-Type:application/json | Sec-Fetch-Site:same-site | Sec-Fetch-Dest:empty | Referer:http://localhost:3000/ | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Accept:*/* | Sec-Gpc:1 | Connection:keep-alive | Signature:95b99d708327939f346d73dd193a7b76 | Origin:http://localhost:3000"~{"Ip":"","Id":""}~2002025-02-01 15:39:10.214458 +0700 WIB m=+1995.4571091262.929916ms~
2025-02-01 15:39:10.211856 +0700 WIB m=+1995.454506501~::1~POST~/api/v1/web/ListHeaderMenu~ "Header=>User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Accept-Encoding:gzip, deflate, br, zstd | Content-Length:17 | Signature:95b99d708327939f346d73dd193a7b76 | Accept-Language:en-US,en | Origin:http://localhost:3000 | Sec-Fetch-Dest:empty | Connection:keep-alive | Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Fetch-Mode:cors | Referer:http://localhost:3000/ | Sec-Gpc:1 | Sec-Fetch-Site:same-site | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Accept:*/*"~{"Ip":"","Id":""}~2002025-02-01 15:39:10.214643 +0700 WIB m=+1995.4572943352.787834ms~
2025-02-01 15:39:10.247151 +0700 WIB m=+1995.489802335~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Accept-Language:en-US,en | Sec-Fetch-Site:same-site | Referer:http://localhost:3000/ | Connection:keep-alive | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Content-Type:application/json | Accept:*/* | Accept-Encoding:gzip, deflate, br, zstd | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Gpc:1 | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty | Sec-Ch-Ua-Platform:"macOS" | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua-Mobile:?0 | Content-Length:17 | Origin:http://localhost:3000"~{"Ip":"","Id":""}~2002025-02-01 15:39:10.249639 +0700 WIB m=+1995.4922899602.487625ms~
2025-02-01 15:39:10.247111 +0700 WIB m=+1995.489762043~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Site:same-site | Sec-Fetch-Dest:empty | Referer:http://localhost:3000/ | Content-Length:17 | Signature:95b99d708327939f346d73dd193a7b76 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Content-Type:application/json | Accept:*/* | Sec-Fetch-Mode:cors | Connection:keep-alive | Sec-Gpc:1 | Accept-Language:en-US,en | Origin:http://localhost:3000 | Accept-Encoding:gzip, deflate, br, zstd"~{"Ip":"","Id":""}~2002025-02-01 15:39:10.25009 +0700 WIB m=+1995.4927413352.979292ms~
2025-02-01 15:42:02.946674 +0700 WIB m=+2168.189325001~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Sec-Fetch-Dest:empty | Content-Length:17 | Signature:95b99d708327939f346d73dd193a7b76 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Content-Type:application/json | Accept-Language:en-US,en | Sec-Fetch-Site:same-site | Connection:keep-alive | Sec-Ch-Ua-Mobile:?0 | Accept:*/* | Sec-Fetch-Mode:cors | Accept-Encoding:gzip, deflate, br, zstd | Origin:http://localhost:3000 | Sec-Ch-Ua-Platform:"macOS" | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Gpc:1 | Referer:http://localhost:3000/"~{"Ip":"","Id":""}~2002025-02-01 15:42:02.948407 +0700 WIB m=+2168.1910577511.73275ms~
2025-02-01 15:42:02.944796 +0700 WIB m=+2168.187446751~::1~POST~/api/v1/web/AboutUsHero~ "Header=>Connection:keep-alive | Sec-Ch-Ua-Platform:"macOS" | Signature:95b99d708327939f346d73dd193a7b76 | Accept:*/* | Accept-Language:en-US,en | Accept-Encoding:gzip, deflate, br, zstd | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Origin:http://localhost:3000 | Sec-Fetch-Site:same-site | Sec-Fetch-Mode:cors | Content-Length:17 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Fetch-Dest:empty | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Sec-Gpc:1 | Referer:http://localhost:3000/"~{"Ip":"","Id":""}~2002025-02-01 15:42:02.948433 +0700 WIB m=+2168.1910835433.636792ms~
2025-02-01 15:42:02.945853 +0700 WIB m=+2168.188504085~::1~POST~/api/v1/web/VisiMisi~ "Header=>Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty | Referer:http://localhost:3000/ | Accept-Encoding:gzip, deflate, br, zstd | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Ch-Ua-Platform:"macOS" | Origin:http://localhost:3000 | Content-Length:17 | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Sec-Fetch-Site:same-site | Connection:keep-alive | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Accept:*/* | Sec-Gpc:1 | Accept-Language:en-US,en"~{"Ip":"","Id":""}~2002025-02-01 15:42:02.948434 +0700 WIB m=+2168.1910847102.580625ms~
2025-02-01 15:42:02.945814 +0700 WIB m=+2168.188464918~::1~POST~/api/v1/web/ListStats~ "Header=>Sec-Ch-Ua-Platform:"macOS" | Sec-Gpc:1 | Origin:http://localhost:3000 | Referer:http://localhost:3000/ | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Ch-Ua-Mobile:?0 | Accept:*/* | Accept-Language:en-US,en | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty | Content-Length:17 | Signature:95b99d708327939f346d73dd193a7b76 | Content-Type:application/json | Accept-Encoding:gzip, deflate, br, zstd | Connection:keep-alive | Sec-Fetch-Site:same-site | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24""~{"Ip":"","Id":""}~2002025-02-01 15:42:02.948514 +0700 WIB m=+2168.1911645432.699625ms~
2025-02-01 15:42:02.94507 +0700 WIB m=+2168.187720876~::1~POST~/api/v1/web/HeaderLogo~ "Header=>Referer:http://localhost:3000/ | Connection:keep-alive | Sec-Fetch-Dest:empty | Signature:95b99d708327939f346d73dd193a7b76 | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Origin:http://localhost:3000 | Content-Length:17 | Accept-Language:en-US,en | Content-Type:application/json | Sec-Gpc:1 | Sec-Ch-Ua-Mobile:?0 | Accept:*/* | Sec-Fetch-Site:same-site | Sec-Fetch-Mode:cors | Accept-Encoding:gzip, deflate, br, zstd | Sec-Ch-Ua-Platform:"macOS" | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36"~{"Ip":"","Id":""}~2002025-02-01 15:42:02.948493 +0700 WIB m=+2168.1911437103.422834ms~
2025-02-01 15:42:02.946149 +0700 WIB m=+2168.188800043~::1~POST~/api/v1/web/ListHeaderMenu~ "Header=>Connection:keep-alive | Accept:*/* | Origin:http://localhost:3000 | Content-Length:17 | Sec-Ch-Ua-Platform:"macOS" | Sec-Gpc:1 | Referer:http://localhost:3000/ | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty | Signature:95b99d708327939f346d73dd193a7b76 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Accept-Language:en-US,en | Sec-Fetch-Site:same-site | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Content-Type:application/json | Sec-Ch-Ua-Mobile:?0 | Accept-Encoding:gzip, deflate, br, zstd"~{"Ip":"","Id":""}~2002025-02-01 15:42:02.948643 +0700 WIB m=+2168.1912935852.493542ms~
2025-02-01 15:42:02.991328 +0700 WIB m=+2168.233978876~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Content-Length:17 | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Fetch-Dest:empty | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Accept:*/* | Accept-Encoding:gzip, deflate, br, zstd | Connection:keep-alive | Sec-Ch-Ua-Platform:"macOS" | Signature:95b99d708327939f346d73dd193a7b76 | Accept-Language:en-US,en | Origin:http://localhost:3000 | Sec-Fetch-Site:same-site | Sec-Ch-Ua-Mobile:?0 | Sec-Gpc:1 | Content-Type:application/json | Sec-Fetch-Mode:cors | Referer:http://localhost:3000/"~{"Ip":"","Id":""}~2002025-02-01 15:42:02.995117 +0700 WIB m=+2168.2377678763.789ms~
2025-02-01 15:42:02.991661 +0700 WIB m=+2168.234311376~::1~POST~/api/v1/web/AboutUsDesc~ "Header=>Sec-Ch-Ua-Mobile:?0 | Accept:*/* | Sec-Gpc:1 | Accept-Language:en-US,en | Referer:http://localhost:3000/ | Sec-Ch-Ua-Platform:"macOS" | User-Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36 | Sec-Fetch-Site:same-site | Sec-Ch-Ua:"Brave";v="131", "Chromium";v="131", "Not_A Brand";v="24" | Content-Type:application/json | Sec-Fetch-Mode:cors | Sec-Fetch-Dest:empty | Connection:keep-alive | Content-Length:17 | Signature:95b99d708327939f346d73dd193a7b76 | Origin:http://localhost:3000 | Accept-Encoding:gzip, deflate, br, zstd"~{"Ip":"","Id":""}~2002025-02-01 15:42:02.995796 +0700 WIB m=+2168.2384466684.135292ms~
